Nov 26, 2023 12:15:30 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Nov 26, 2023 12:15:32 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Nov 26, 2023 12:15:32 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock C:\Users\User\GitRepositories\Karaf\lock
Nov 26, 2023 12:15:32 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Nov 26, 2023 12:15:32 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2023-11-26T12:15:32,907 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-api - 2.2.3 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2023-11-26T12:15:38,497 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.4 |   org.apache.karaf.diagnostic.core/4.4.4
2023-11-26T12:15:38,505 | INFO  | features-3-thread-1 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.4.4
2023-11-26T12:15:38,506 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.4 |   org.apache.karaf.package.core/4.4.4
2023-11-26T12:15:38,516 | INFO  | features-3-thread-1 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.package.core/4.4.4
2023-11-26T12:15:38,516 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.4 |   org.apache.karaf.management.server/4.4.4
2023-11-26T12:15:38,524 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.4 |   org.apache.aries.jmx.whiteboard/1.2.0
2023-11-26T12:15:38,524 | INFO  | activator-1-thread-1 | Activator                        | 40 - org.apache.karaf.management.server - 4.4.4 | Setting java.rmi.server.hostname system property to 127.0.0.1
2023-11-26T12:15:38,531 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.4 |   org.apache.karaf.system.core/4.4.4
2023-11-26T12:15:38,550 | INFO  | features-3-thread-1 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.system.core/4.4.4
2023-11-26T12:15:38,550 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.4 |   org.apache.karaf.event/4.4.4
2023-11-26T12:15:38,559 | INFO  | features-3-thread-1 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.event/4.4.4
2023-11-26T12:15:38,561 | INFO  | features-3-thread-1 | Activator                        | 28 - org.apache.karaf.deployer.features - 4.4.4 | Deployment finished. Registering FeatureDeploymentListener
2023-11-26T12:15:38,578 | INFO  | activator-1-thread-1 | BouncyCastleSecurityProviderRegistrar | 47 - org.apache.sshd.osgi - 2.10.0 | getOrCreateProvider(BC) created instance of org.bouncycastle.jce.provider.BouncyCastleProvider
2023-11-26T12:15:38,604 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@6c7f1075 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=2f8901d0-2ff8-45c0-9b08-6f79a30c6c9f
2023-11-26T12:15:38,605 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@6c7f1075 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=2f8901d0-2ff8-45c0-9b08-6f79a30c6c9f
2023-11-26T12:15:38,606 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@6c7f1075 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=2f8901d0-2ff8-45c0-9b08-6f79a30c6c9f
2023-11-26T12:15:38,607 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@6c7f1075 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=2f8901d0-2ff8-45c0-9b08-6f79a30c6c9f
2023-11-26T12:15:38,607 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@6c7f1075 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=2f8901d0-2ff8-45c0-9b08-6f79a30c6c9f
2023-11-26T12:15:38,608 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@6c7f1075 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=2f8901d0-2ff8-45c0-9b08-6f79a30c6c9f
2023-11-26T12:15:38,719 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.4 | Done.
2023-11-26T12:15:39,095 | INFO  | activator-1-thread-1 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.shell.ssh/4.4.4
2023-11-26T12:15:39,105 | INFO  | activator-1-thread-1 | DefaultIoServiceFactoryFactory   | 47 - org.apache.sshd.osgi - 2.10.0 | No detected/configured IoServiceFactoryFactory; using Nio2ServiceFactoryFactory
Nov 26, 2023 12:23:20 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock C:\Users\User\GitRepositories\Karaf\lock
Nov 26, 2023 12:23:20 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Nov 26, 2023 12:23:20 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2023-11-26T12:23:21,401 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.ops4j.pax.logging]) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-api - 2.2.3 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2023-11-26T12:23:21,454 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Starting JMX OSGi agent
2023-11-26T12:23:21,468 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering MBean with ObjectName [osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f] for service with service.id [17]
2023-11-26T12:23:21,522 | INFO  | activator-1-thread-1 | Activator                        | 40 - org.apache.karaf.management.server - 4.4.4 | Setting java.rmi.server.hostname system property to 127.0.0.1
2023-11-26T12:23:21,591 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.config.core/4.4.4
2023-11-26T12:23:21,650 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.bundle.core/4.4.4
2023-11-26T12:23:21,652 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.deployer.kar/4.4.4
2023-11-26T12:23:21,653 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.4.4
2023-11-26T12:23:21,675 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Command registration delayed for bundle org.apache.karaf.features.command/4.4.4. Missing service: [org.apache.karaf.features.FeaturesService, org.ops4j.pax.url.mvn.MavenResolver, org.eclipse.equinox.region.RegionDigraph]
2023-11-26T12:23:21,695 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,696 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,697 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,698 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,698 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,700 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,703 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.instance.core/4.4.4
2023-11-26T12:23:21,719 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.jaas.command/4.4.4
2023-11-26T12:23:21,721 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Updating commands for bundle org.apache.karaf.jaas.command/4.4.4
2023-11-26T12:23:21,724 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Updating commands for bundle org.apache.karaf.jaas.command/4.4.4
2023-11-26T12:23:21,729 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Command registration delayed for bundle org.apache.karaf.kar.core/4.4.4. Missing service: [org.apache.karaf.kar.KarService]
2023-11-26T12:23:21,735 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.log.core/4.4.4
2023-11-26T12:23:21,737 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.package.core/4.4.4
2023-11-26T12:23:21,740 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.service.core/4.4.4
2023-11-26T12:23:21,749 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.shell.commands/4.4.4
2023-11-26T12:23:21,770 | INFO  | activator-1-thread-2 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Unregistering commands for bundle org.apache.karaf.log.core/4.4.4
2023-11-26T12:23:21,780 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,781 | INFO  | activator-1-thread-2 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.log.core/4.4.4
2023-11-26T12:23:21,781 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,782 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,782 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,782 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,783 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@394f8023 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,783 | WARN  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Task rejected for JMX Notification dispatch of event [org.osgi.framework.ServiceEvent[source=[javax.management.MBeanServer]]] - Dispatcher may have been shutdown
2023-11-26T12:23:21,788 | WARN  | activator-1-thread-2 | Activator                        | 40 - org.apache.karaf.management.server - 4.4.4 | java.rmi.server.hostname system property is already set to 127.0.0.1. Apache Karaf doesn't override it
2023-11-26T12:23:21,797 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@ba31028 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,797 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@ba31028 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,798 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@ba31028 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,798 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@ba31028 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,799 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@ba31028 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:21,799 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@ba31028 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=a15750e2-2e09-46f7-9f0f-dd9f41887e1f
2023-11-26T12:23:22,027 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Command registration delayed for bundle org.apache.karaf.shell.ssh/4.4.4. Missing service: [org.apache.sshd.server.SshServer]
2023-11-26T12:23:22,047 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.system.core/4.4.4
2023-11-26T12:23:22,056 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.event/4.4.4
2023-11-26T12:23:22,163 | INFO  | activator-1-thread-1 | BouncyCastleSecurityProviderRegistrar | 47 - org.apache.sshd.osgi - 2.10.0 | getOrCreateProvider(BC) created instance of org.bouncycastle.jce.provider.BouncyCastleProvider
2023-11-26T12:23:22,393 | INFO  | activator-1-thread-2 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.features.command/4.4.4
2023-11-26T12:23:22,394 | INFO  | activator-1-thread-2 | Activator                        | 28 - org.apache.karaf.deployer.features - 4.4.4 | Deployment finished. Registering FeatureDeploymentListener
2023-11-26T12:23:22,401 | INFO  | activator-1-thread-3 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.kar.core/4.4.4
2023-11-26T12:23:22,703 | INFO  | activator-1-thread-1 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.shell.ssh/4.4.4
2023-11-26T12:23:22,710 | INFO  | activator-1-thread-1 | DefaultIoServiceFactoryFactory   | 47 - org.apache.sshd.osgi - 2.10.0 | No detected/configured IoServiceFactoryFactory; using Nio2ServiceFactoryFactory
2023-11-26T12:30:43,827 | ERROR | Karaf local console user karaf | ShellUtil                        | 44 - org.apache.karaf.shell.core - 4.4.4 | Exception caught while executing command
java.lang.RuntimeException: Error creating kar: Could not find a repository with name mvn:com.example/MyBundleA/1.0.0
	at org.apache.karaf.kar.internal.KarServiceImpl.create(KarServiceImpl.java:366) ~[?:?]
	at org.apache.karaf.kar.command.CreateKarCommand.execute(CreateKarCommand.java:46) ~[?:?]
	at org.apache.karaf.shell.impl.action.command.ActionCommand.execute(ActionCommand.java:84) ~[?:?]
	at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:68) ~[?:?]
	at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:86) ~[?:?]
	at org.apache.felix.gogo.runtime.Closure.executeCmd(Closure.java:599) ~[?:?]
	at org.apache.felix.gogo.runtime.Closure.executeStatement(Closure.java:526) ~[?:?]
	at org.apache.felix.gogo.runtime.Closure.execute(Closure.java:415) ~[?:?]
	at org.apache.felix.gogo.runtime.Pipe.doCall(Pipe.java:416) ~[?:?]
	at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:229) ~[?:?]
	at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:59) ~[?:?]
	at java.util.concurrent.FutureTask.run(FutureTask.java:317) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642) ~[?:?]
	at java.lang.Thread.run(Thread.java:1623) [?:?]
Caused by: java.lang.RuntimeException: Could not find a repository with name mvn:com.example/MyBundleA/1.0.0
	at org.apache.karaf.kar.internal.KarServiceImpl.create(KarServiceImpl.java:338) ~[?:?]
	... 14 more
2023-11-26T12:31:04,033 | ERROR | Karaf local console user karaf | ShellUtil                        | 44 - org.apache.karaf.shell.core - 4.4.4 | Exception caught while executing command
java.lang.IllegalArgumentException: No matching bundles
	at org.apache.karaf.bundle.command.BundlesCommand.doExecute(BundlesCommand.java:60) ~[?:?]
	at org.apache.karaf.bundle.command.BundlesCommand.execute(BundlesCommand.java:55) ~[?:?]
	at org.apache.karaf.shell.impl.action.command.ActionCommand.execute(ActionCommand.java:84) ~[?:?]
	at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:68) ~[?:?]
	at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:86) ~[?:?]
	at org.apache.felix.gogo.runtime.Closure.executeCmd(Closure.java:599) ~[?:?]
	at org.apache.felix.gogo.runtime.Closure.executeStatement(Closure.java:526) ~[?:?]
	at org.apache.felix.gogo.runtime.Closure.execute(Closure.java:415) ~[?:?]
	at org.apache.felix.gogo.runtime.Pipe.doCall(Pipe.java:416) ~[?:?]
	at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:229) ~[?:?]
	at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:59) ~[?:?]
	at java.util.concurrent.FutureTask.run(FutureTask.java:317) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642) ~[?:?]
	at java.lang.Thread.run(Thread.java:1623) [?:?]
Nov 26, 2023 12:32:41 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock C:\Users\User\GitRepositories\Karaf\lock
Nov 26, 2023 12:32:41 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Nov 26, 2023 12:32:41 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2023-11-26T12:32:41,578 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.ops4j.pax.logging]) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-api - 2.2.3 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2023-11-26T12:32:41,615 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Starting JMX OSGi agent
2023-11-26T12:32:41,629 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering MBean with ObjectName [osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b] for service with service.id [17]
2023-11-26T12:32:41,681 | INFO  | activator-1-thread-1 | Activator                        | 40 - org.apache.karaf.management.server - 4.4.4 | Setting java.rmi.server.hostname system property to 127.0.0.1
2023-11-26T12:32:41,759 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.config.core/4.4.4
2023-11-26T12:32:41,823 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.bundle.core/4.4.4
2023-11-26T12:32:41,824 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.deployer.kar/4.4.4
2023-11-26T12:32:41,826 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.4.4
2023-11-26T12:32:41,848 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Command registration delayed for bundle org.apache.karaf.features.command/4.4.4. Missing service: [org.eclipse.equinox.region.RegionDigraph, org.apache.karaf.features.FeaturesService, org.ops4j.pax.url.mvn.MavenResolver]
2023-11-26T12:32:41,860 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,864 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,865 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,866 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
